INSTITUTE NAME,EIIN,INSTITUTE_TYPE,DIVISION_ID,DIVISION,DISTRICT_ID,DISTRICT,THANA_ID,THANA,UNION_ID,UNION_NAME,MAUZA_ID,MAUZA_NAME,AREA_STATUS,GEOGRPYCAL_STATUS,ADDRESS,POST,MANAGEMENT_TYPE,MOBILE,STUDENT_TYPE,EDUCATION_LEVEL,AFFILIATION,MPO_STATUS
RANGUNIA M M P HIGH SCHOOL,104788,School,20,CHITTAGONG,201500%,CHITTAGONG,201570,RANGUNIA,20157009,WARD NO-09,20157009738,PURBA ICHAMATI,UPZILA SADAR MUNICIPALITY,PLAIN LAND,PURBO SYED BARI,RANGUNIA,NON-GOVERNMENT,1818674195,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
RANGUNIA MAJUMDERKHIL HIGH SCHOOL,104789,School,20,CHITTAGONG,201500%,CHITTAGONG,201570,RANGUNIA,20157077,RANGUNIA,20157077829,RANGUNIA,UPZILA SADAR MUNICIPALITY,PLAIN LAND,MAJUMDERKHIL,SWANIRBHAR RANGUNIA,NON-GOVERNMENT,1814728712,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
RANGUNIA NURUL ULUM FAZIL MADRASAH,104829,Madrasha,20,CHITTAGONG,201500%,CHITTAGONG,201570,RANGUNIA,20157009,WARD NO-09,20157009738,PURBA ICHAMATI,UPZILA SADAR MUNICIPALITY,HILLY AREA,PURBO SYED BARI,RANGUNIA,NON-GOVERNMENT,1818178220,CO-EDUCATION JOINT,Fazil,RECOGNIZE,YES
RANGUNIA PUBLIC SCHOOL AND COLLEGE,104853,School,20,CHITTAGONG,201500%,CHITTAGONG,201570,RANGUNIA,20157008,WARD NO-08,20157008842,PASCHIM SAIDBARI,OTHER MUNICIPALITY AREA,PLAIN LAND,SYED BARI,RANGUNIA,OTHERS,1824976373,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,NO
RANIRHAT AL-AMIN HAMADIA FAZAL MADRASHA,104828,Madrasha,20,CHITTAGONG,201500%,CHITTAGONG,201570,RANGUNIA,20157021,RAJANAGAR,20157021649,MADHYA GHAGRA, RURAL,PLAIN LAND,RAJANAGAR,TANDACHARI,NON-GOVERNMENT,1816807270,CO-EDUCATION JOINT,Fazil,RECOGNIZE,YES
RISING SUN K.G. AND HIGH SCHOOL,131251,School,20,CHITTAGONG,201500%,CHITTAGONG,201570,RANGUNIA,20157017,CHANDRAGHONA KADAMTALI,20157017096,CHANDRAGHONA, RURAL,PLAIN LAND,LICHU BAGAN CHANDRAGONA,CHANDRAGHONA,NON-GOVERNMENT,1819616841,CO-EDUCATION JOINT,Junior Secondary,PERMITTED,NO
ROTARY BETAGI UNION HIGH SCHOOL,104805,School,20,CHITTAGONG,201500%,CHITTAGONG,201570,RANGUNIA,20157015,BETAGI,20157015013,ANDARGHONA, RURAL,PLAIN LAND,BETAGI,BETAGI,NON-GOVERNMENT,1817738563,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
SABEK RANGUNIA INDRA KUMARI GIRLS HIGH SCOOL,104802,School,20,CHITTAGONG,201500%,CHITTAGONG,201570,RANGUNIA,20157077,RANGUNIA,20157077829,RANGUNIA, RURAL,PLAIN LAND,RANGUNIA,SWANIRBHAR RANGUNIA,NON-GOVERNMENT,1754638239,GIRLS,Secondary ,RECOGNIZE,YES
SAHABDINAGAR HIGH SCHOOL,104807,School,20,CHITTAGONG,201500%,CHITTAGONG,201570,RANGUNIA,20157005,WARD NO-05,20157005690,UTTAR GHATCHEK(PART), RURAL,PLAIN LAND,SAHABDINAGAR,PARUA,NON-GOVERNMENT,1819353234,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
SHARAFBHATA UNION HIGH SCHOOL,104796,School,20,CHITTAGONG,201500%,CHITTAGONG,201570,RANGUNIA,20157086,SARAPBHATA,20157086856,SARAPBHATA, RURAL,HILLY AREA,SARAFBHATA,SARAFBHATA,NON-GOVERNMENT,1814308679,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
SHILAK HAMID SHARIF GIRLS HIGH SCHOOL,104804,School,20,CHITTAGONG,201500%,CHITTAGONG,201570,RANGUNIA,20157094,SILOK,20157094884,SILAK, RURAL,PLAIN LAND,SHILAK,SILAK,NON-GOVERNMENT,1849827109,GIRLS,Secondary ,RECOGNIZE,YES
SONARGAON DAKHIL MADRASHA,104841,Madrasha,20,CHITTAGONG,201500%,CHITTAGONG,201570,RANGUNIA,20157032,LALANAGAR,20157032621,LOT 58 NISCHINTAPUR, RURAL,PLAIN LAND,SONARGAON,DHAMAIR HAT,NON-GOVERNMENT,1815605359,CO-EDUCATION JOINT,Dakhil,RECOGNIZE,YES
SONARGAON HIGH SCHOOL,104806,School,20,CHITTAGONG,201500%,CHITTAGONG,201570,RANGUNIA,20157069,DAKSHIN RAJANAGAR,20157069760,PASCHIM NISCHINTAPUR (PART), RURAL,PLAIN LAND,SONARGAON,DHAMAIRHAT,NON-GOVERNMENT,1819522954,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
SOUTH RANGUIA PADUA COLLAGE,104846,College,20,CHITTAGONG,201500%,CHITTAGONG,201570,RANGUNIA,20157043,PADUA,20157043718,PADUA, RURAL,PLAIN LAND,PADUA,UTTAR PADUA,NON-GOVERNMENT,1716474674,CO-EDUCATION JOINT,Degree (Pass) ,RECOGNIZE,YES
SOUTH RANGUNIA SHILAK GIRLS COLLEGE,104852,College,20,CHITTAGONG,201500%,CHITTAGONG,201570,RANGUNIA,20157094,SILOK,20157094884,SILAK, RURAL,RIVER SIDE/CHAR,SHILAK,SHILAK,NON-GOVERNMENT,1819635620,GIRLS,Higher Secondary ,RECOGNIZE,YES
SOUTH RANGUNIA SHILAK M. L HIGH SCHOOL,104793,School,20,CHITTAGONG,201500%,CHITTAGONG,201570,RANGUNIA,20157094,SILOK,20157094884,SILAK, RURAL,PLAIN LAND,SHILAK,SILAK,NON-GOVERNMENT,1713622669,BOYS,Secondary ,RECOGNIZE,YES
SOUTH SHILOK  M. SHAH ALAM CHOW. HIGH SCHOOL,104812,School,20,CHITTAGONG,201500%,CHITTAGONG,201570,RANGUNIA,20157094,SILOK,20157094884,SILAK, RURAL,PLAIN LAND,RAJAPARA,SHILOK,NON-GOVERNMENT,1817793714,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
SUKBILAS  HIGH SCHOOL,104808,School,20,CHITTAGONG,201500%,CHITTAGONG,201570,RANGUNIA,20157043,PADUA,20157043912,SUKBILAS, RURAL,PLAIN LAND,SUKBILAS,UTTAR PADUA,NON-GOVERNMENT,1714515870,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
SYEDA SELIMA QADER CHOWDHURY MOHILA COLLEGE,104847,College,20,CHITTAGONG,201500%,CHITTAGONG,201570,RANGUNIA,20157060,POMARA,20157060773,POMARA, RURAL,PLAIN LAND,POMRA,POMARA,NON-GOVERNMENT,1819800573,CO-EDUCATION JOINT,Degree (Pass) ,RECOGNIZE,YES
UTTAR PADUA M.L. HIGH SCHOOL,104800,School,20,CHITTAGONG,201500%,CHITTAGONG,201570,RANGUNIA,20157043,PADUA,20157043718,PADUA, RURAL,PLAIN LAND,UTTAR PADUA,UTTAR PADUA,NON-GOVERNMENT,1815676144,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
UTTAR PADUA MADINATUL ULUM DAKHIL MADRASHA,104833,Madrasha,20,CHITTAGONG,201500%,CHITTAGONG,201570,RANGUNIA,20157043,PADUA,20157043718,PADUA, RURAL,PLAIN LAND,UTTARPADUA,PADUA,NON-GOVERNMENT,1824645880,CO-EDUCATION JOINT,Dakhil,RECOGNIZE,YES
UTTAR PARUA HIGH SCHOOL,104815,School,20,CHITTAGONG,201500%,CHITTAGONG,201570,RANGUNIA,20157051,PARUA,20157051732,PARUA, RURAL,PLAIN LAND,UTTAR PARUA & PARUA DC ROAD,RAJABHUBAN,NON-GOVERNMENT,1719901261,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
UTTAR POMARA HIGH SCHOOL,104820,School,20,CHITTAGONG,201500%,CHITTAGONG,201570,RANGUNIA,20157060,POMARA,20157060773,POMARA, RURAL,PLAIN LAND,UTTAR POMARA,POMARA,NON-GOVERNMENT,1817759661,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
UTTAR RANGUNIA COLLEGE,104845,College,20,CHITTAGONG,201500%,CHITTAGONG,201570,RANGUNIA,20157032,LALANAGAR,20157032552,LALANAGAR, RURAL,PLAIN LAND,LALA NAGAR,DAMAIRHAT,NON-GOVERNMENT,1819333909,CO-EDUCATION JOINT,Degree (Pass) ,RECOGNIZE,YES
UTTAR RANGUNIA HIGH SCHOOL,104791,School,20,CHITTAGONG,201500%,CHITTAGONG,201570,RANGUNIA,20157032,LALANAGAR,20157032552,LALANAGAR, RURAL,PLAIN LAND,LALANAGAR,DHAMAIRHAT,NON-GOVERNMENT,1819893295,C0-EDUCATION SEPARATE,Secondary ,RECOGNIZE,YES
WEST SARAF BATA MIRER KHIL HIGH SCHOOL,104822,School,20,CHITTAGONG,201500%,CHITTAGONG,201570,RANGUNIA,20157086,SARAPBHATA,20157086856,SARAPBHATA, RURAL,PLAIN LAND,MIRER KHIL,SARAKBHATA,NON-GOVERNMENT,1836653710,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
WEST SHILAK BADOURA ALAM CHY. HIGH SCHOOL,104825,School,20,CHITTAGONG,201500%,CHITTAGONG,201570,RANGUNIA,20157094,SILOK,20157094884,SILAK, RURAL,PLAIN LAND,SHILAK,SHILAK,NON-GOVERNMENT,1795650228,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
ABDUS SALAM ADARSHA HIGH SCHOOL,104898,School,20,CHITTAGONG,201500%,CHITTAGONG,201574,RAOZAN,20157494,PASCHIM GUZARA,20157494787,PURBA GUZARA (ISLAMABAD), RURAL,PLAIN LAND,UTTAR GUJRA,BINAJURI,NON-GOVERNMENT,1819833524,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
ABURKHIL AMITABHA HIGH SCHOOL,104858,School,20,CHITTAGONG,201500%,CHITTAGONG,201574,RAOZAN,20157488,URKIRCHAR,20157488696,PASCHIM GUZARA, RURAL,PLAIN LAND,ABURKHIL,GUZRA(B.O),NON-GOVERNMENT,1812685953,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
ADHAR MANIK HIGH SCHOOL,104872,School,20,CHITTAGONG,201500%,CHITTAGONG,201574,RAOZAN,20157431,PURBA GUZARA,20157431016,ANDHARMANIK, RURAL,PLAIN LAND,ADHARMANIK,NATUN BAZAR,NON-GOVERNMENT,1715231219,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
ADHER  MANIK    HAFAJIA  MONIRUL  MUSTAFA  DAKHIL  MADRASHA,104918,Madrasha,20,CHITTAGONG,201500%,CHITTAGONG,201574,RAOZAN,20157431,PURBA GUZARA,20157431961,UTTAR GUJARA, RURAL,PLAIN LAND,UTTAR  GUJARA,TAKHUR BARI,NON-GOVERNMENT,1817226957,CO-EDUCATION JOINT,Dakhil,RECOGNIZE,YES
ADHER MANIK ISLAMIA DAKHIL MADRASHA,104910,Madrasha,20,CHITTAGONG,201500%,CHITTAGONG,201574,RAOZAN,20157431,PURBA GUZARA,20157431016,ANDHARMANIK, RURAL,PLAIN LAND,ADHER MANIK,ANDHARMANIK,NON-GOVERNMENT,1819353287,CO-EDUCATION JOINT,Dakhil,RECOGNIZE,NO
AGRASAR BOUDDHA ANATHALAY HIGH SCHOOL,104881,School,20,CHITTAGONG,201500%,CHITTAGONG,201574,RAOZAN,20157431,PURBA GUZARA,20157431795,PURBA GUZARA, RURAL,PLAIN LAND,HOARAPARA,EAST GUZRA,NON-GOVERNMENT,1811687965,C0-EDUCATION SEPARATE,Secondary ,RECOGNIZE,YES
AGRASARA GIRL'S DEGREE COLLEGE,104934,College,20,CHITTAGONG,201500%,CHITTAGONG,201574,RAOZAN,20157431,PURBA GUZARA,20157431795,PURBA GUZARA, RURAL,PLAIN LAND,PURBA GUZARA HOARPARA,GUZRA NOAPARA,NON-GOVERNMENT,1830469137,GIRLS,Degree (Pass) ,RECOGNIZE,YES
ALIKHIL DAOWATKHOLA ALHAJNURULHOQUE DAKHIL MADRASAH,135473,Madrasha,20,CHITTAGONG,201500%,CHITTAGONG,201574,RAOZAN,20157409,WARD NO-09,20157409750,PASCHIM RAOZAN (PART),OTHER MUNICIPALITY AREA,PLAIN LAND,ALIKHIL,FAKIRTAKIA,NON-GOVERNMENT,1817725581,CO-EDUCATION JOINT,Dakhil,PERMITTED,NO
ASHALATA COLLEGE,104935,College,20,CHITTAGONG,201500%,CHITTAGONG,201574,RAOZAN,20157488,URKIRCHAR,20157488945,URKIRCHAR, RURAL,PLAIN LAND,PASCHIM GUZARA,GUJRA B.O.,NON-GOVERNMENT,1818127627,CO-EDUCATION JOINT,Higher Secondary ,RECOGNIZE,YES
BINAJURI NABIN SCHOOL AND COLLEGE,104867,School and College,20,CHITTAGONG,201500%,CHITTAGONG,201574,RAOZAN,20157412,BINAJURI,20157412082,BINAJURI, RURAL,PLAIN LAND,BINAJURI,BINAJURI,NON-GOVERNMENT,1814805767,CO-EDUCATION JOINT,Higher Secondary ,RECOGNIZE,YES
C P S JUNIOR HIGH SCHOOL,104905,School,20,CHITTAGONG,201500%,CHITTAGONG,201574,RAOZAN,20157469,PAHARTALI,20157469663,PAHARTALI, RURAL,PLAIN LAND,PAHARTOLI,C U E T,AUTONOMOUS,1819574479,CO-EDUCATION JOINT,Secondary ,PERMITTED,NO
CHICKDAIR HIGH SCHOOL,104891,School,20,CHITTAGONG,201500%,CHITTAGONG,201574,RAOZAN,20157418,CHIKDAIR,20157418165,CHIKDAIR, RURAL,PLAIN LAND,CHICKDAIR,ANNAPURNA BARI,NON-GOVERNMENT,1715741737,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
CHICKDAIR SHAHADAT FAZL JUBA HIGH SCHOOL,104894,School,20,CHITTAGONG,201500%,CHITTAGONG,201574,RAOZAN,20157418,CHIKDAIR,20157418165,CHIKDAIR, RURAL,PLAIN LAND,CHICKDAIR,ANNAPURNA BARI,NON-GOVERNMENT,1817719197,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
CHITTAGONG ENGINEERING UNIVERSITY SCHOOL & COLLEGE,104938,School and College,20,CHITTAGONG,201500%,CHITTAGONG,201574,RAOZAN,20157469,PAHARTALI,20157469928,UNSATTAR PARA, RURAL,PLAIN LAND,UNSATTAR PARA,CUET,NON-GOVERNMENT,1912106833,CO-EDUCATION JOINT,Higher Secondary ,RECOGNIZE,YES
DABUA  HIGH SCHOOL,104885,School,20,CHITTAGONG,201500%,CHITTAGONG,201574,RAOZAN,20157425,DABUA,20157425182,DABUA, RURAL,PLAIN LAND,DABUA,JAGANNATH HAT,NON-GOVERNMENT,1817762686,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
DABUA TARA CHARAN SHYAMA CHARAN HIGH SCHOOL,104869,School,20,CHITTAGONG,201500%,CHITTAGONG,201574,RAOZAN,20157425,DABUA,20157425182,DABUA, RURAL,PLAIN LAND,DABUA,JAGANNATH HAT,NON-GOVERNMENT,1818510343,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
DALAINAGAR HIGH SCHOOL,104895,School,20,CHITTAGONG,201500%,CHITTAGONG,201574,RAOZAN,20157437,GAHIRA,20157437215,DALAINAGAR, RURAL,PLAIN LAND,DALAINAGAR,GOHIRA,NON-GOVERNMENT,1814431069,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
DAMADAMA NURUL ULUM AHMEDIA AZIZIA DAKHIL MADRASHA,104908,Madrasha,20,CHITTAGONG,201500%,CHITTAGONG,201574,RAOZAN,20157444,HALADIA,20157444978,UTTAR SARTA, RURAL,PLAIN LAND,UTTAR SARTA,UTTAR SARTA,NON-GOVERNMENT,1881760816,CO-EDUCATION JOINT,Dakhil,RECOGNIZE,YES
DEWANPUR S.K.SEN SCHOOL  & COLLEGE,104937,School and College,20,CHITTAGONG,201500%,CHITTAGONG,201574,RAOZAN,20157469,PAHARTALI,20157469248,DEWANPUR, RURAL,PLAIN LAND,DEWANPUR,DEWAMPUR,NON-GOVERNMENT,1815131096,CO-EDUCATION JOINT,Higher Secondary ,RECOGNIZE,YES
EAST GOZRA MOHAMMEDIA SENIOR MADRASHA,104917,Madrasha,20,CHITTAGONG,201500%,CHITTAGONG,201574,RAOZAN,20157431,PURBA GUZARA,20157431795,PURBA GUZARA,METROPOLITAN,PLAIN LAND,EAST GOZRA,PURBA GOZRA,NON-GOVERNMENT,1819338516,CO-EDUCATION JOINT,Alim,RECOGNIZE,YES
FATEH NAGAR WADUDIA  FAZIL MADRASAH,104919,Madrasha,20,CHITTAGONG,201500%,CHITTAGONG,201574,RAOZAN,20157456,NOAJISPUR,20157456281,FATENAGAR, RURAL,PLAIN LAND,FATEHNAGAR,NATUN HAT,NON-GOVERNMENT,1819337323,CO-EDUCATION JOINT,Fazil,RECOGNIZE,YES
FATEHNAGAR NOAJISHPUR WADUDIA HIGH SCHOOL,104878,School,20,CHITTAGONG,201500%,CHITTAGONG,201574,RAOZAN,20157456,NOAJISPUR,20157456630,NOAJISPUR, RURAL,PLAIN LAND, NOAJISHPUR,NATUN HAT,NON-GOVERNMENT,1813953606,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
GARJANIA RAHMANIA  FAZIL MADRASHA,104923,Madrasha,20,CHITTAGONG,201500%,CHITTAGONG,201574,RAOZAN,20157444,HALADIA,20157444994,YACHHIN NAGAR, RURAL,PLAIN LAND,GORJANIA,FAKIRTILA,NON-GOVERNMENT,1816251393,CO-EDUCATION JOINT,Fazil,RECOGNIZE,YES
GASCHI HIGH SCHOOL,104864,School,20,CHITTAGONG,201500%,CHITTAGONG,201574,RAOZAN,20157411,BAGOAN,20157411315,GASCHI, RURAL,PLAIN LAND,GASCHI,DEWANPUR,NON-GOVERNMENT,1815954818,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
GAURACHANDRA JATINDRA HIGH SCHOOL,104899,School,20,CHITTAGONG,201500%,CHITTAGONG,201574,RAOZAN,20157450,KADALPUR,20157450447,KADALPUR, RURAL,PLAIN LAND,KADALPUR,KADALPUR,NON-GOVERNMENT,1815631725,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
GOHIRA A. J. Y. M. S. MULTILATERAL INSTITUTION,104860,School,20,CHITTAGONG,201500%,CHITTAGONG,201574,RAOZAN,20157403,WARD NO-03,20157403298,GOHIRA (PART),UPZILA SADAR MUNICIPALITY,PLAIN LAND,GOHIRA,GOHIRA,NON-GOVERNMENT,1817700018,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
GOHIRA COLLEGE,104933,College,20,CHITTAGONG,201500%,CHITTAGONG,201574,RAOZAN,20157403,WARD NO-03,20157403298,GOHIRA (PART),UPZILA SADAR MUNICIPALITY,PLAIN LAND,GOHIRA,GOHIRA,NON-GOVERNMENT,302656430,CO-EDUCATION JOINT,Degree (Pass) ,RECOGNIZE,YES
GOHIRA F. K JAMEUL ULUM MALTILATERAL KAMIL MADARASHA,104916,Madrasha,20,CHITTAGONG,201500%,CHITTAGONG,201574,RAOZAN,20157418,CHIKDAIR,20157418198,DAKSHIN SARTA, RURAL,PLAIN LAND,GOHIRA,GOHIRA,NON-GOVERNMENT,1819371509,CO-EDUCATION JOINT,Kamil,RECOGNIZE,YES
GUZRA SHYAMACHARAN HIGH SCHOOL,104887,School,20,CHITTAGONG,201500%,CHITTAGONG,201574,RAOZAN,20157494,PASCHIM GUZARA,20157494961,UTTAR GUZARA, RURAL,PLAIN LAND,UTTOR GUZRA,P.K.SEN HAT,NON-GOVERNMENT,1719139690,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
HAJEE BADSHA MABEYA COLLEGE,104936,College,20,CHITTAGONG,201500%,CHITTAGONG,201574,RAOZAN,20157411,BAGOAN,20157411033,BAGOAN, RURAL,PLAIN LAND,KOYEPARA,KOYEPARA,NON-GOVERNMENT,1819612112,CO-EDUCATION JOINT,Higher Secondary ,RECOGNIZE,YES
HALADIA HIGH SCHOOL,104888,School,20,CHITTAGONG,201500%,CHITTAGONG,201574,RAOZAN,20157444,HALADIA,20157444331,HALADIA, RURAL,PLAIN LAND,HALADIA,FAKIRTILA,NON-GOVERNMENT,1818132116,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
HARPARA HIGH SCHOOL,104874,School,20,CHITTAGONG,201500%,CHITTAGONG,201574,RAOZAN,20157488,URKIRCHAR,20157488348,HARPARA, RURAL,PLAIN LAND,HARPARA,URKIRCHAR,NON-GOVERNMENT,1558420049,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
HAZRAT RUSTAM SHAH DAKHIL MADRASHA,104922,Madrasha,20,CHITTAGONG,201500%,CHITTAGONG,201574,RAOZAN,20157488,URKIRCHAR,20157488563,MAISKARAM, RURAL,PLAIN LAND,MOISHKOROM,URKIRCHAR,NON-GOVERNMENT,1819974983,CO-EDUCATION JOINT,Dakhil,RECOGNIZE,YES
HAZRAT YASIN SHAH PUBLIC COLLEGE,104929,College,20,CHITTAGONG,201500%,CHITTAGONG,201574,RAOZAN,20157444,HALADIA,20157444994,YACHHIN NAGAR, RURAL,PLAIN LAND,YASIN NAGAR,FAKIR TILA,NON-GOVERNMENT,1819602359,CO-EDUCATION JOINT,Higher Secondary ,RECOGNIZE,YES
HAZRAT YASIN SHAH PUBLIC HIGH SHCOOL,104884,School,20,CHITTAGONG,201500%,CHITTAGONG,201574,RAOZAN,20157444,HALADIA,20157444994,YACHHIN NAGAR, RURAL,PLAIN LAND, YASIN NAGAR,FAKIRTILA,NON-GOVERNMENT,1819643604,C0-EDUCATION SEPARATE,Secondary ,RECOGNIZE,YES
HINGALA MUSA SHAH FAZLUL QUADER CH. JUNIOR HIGH SCHOOL,131282,School,20,CHITTAGONG,201500%,CHITTAGONG,201574,RAOZAN,20157425,DABUA,20157425364,HINGALA, RURAL,PLAIN LAND,HINGALA,HINGALA,NON-GOVERNMENT,1830087558,CO-EDUCATION JOINT,Junior Secondary,NONE,NO
IMAM GAZZALI DEGREE COLLEGE,104930,College,20,CHITTAGONG,201500%,CHITTAGONG,201574,RAOZAN,20157469,PAHARTALI,20157469663,PAHARTALI, RURAL,PLAIN LAND,PAHARTALI,CUET,NON-GOVERNMENT,1195044194,CO-EDUCATION JOINT,Degree (Pass) ,RECOGNIZE,YES
JANGAL RAOZAN GOVT. PRIMARY SCHOOL,137474,School,20,CHITTAGONG,201500%,CHITTAGONG,201574,RAOZAN,20157408,WARD NO-08,20157408729,PASCHIM RAOZAN (PART),OTHER MUNICIPALITY AREA,PLAIN LAND,JANGAL RAOZAN,FAKIRTAKIA,GOVERNMENT PRIMARY,1965646714,CO-EDUCATION JOINT,Junior Secondary,PERMITTED,NO
KACHU KHAIN MEAH ALI HIGH SCHOOL,104893,School,20,CHITTAGONG,201500%,CHITTAGONG,201574,RAOZAN,20157463,NOA PARA,20157463431,KACHUKHAIN, RURAL,RIVER SIDE/CHAR,KACHUKHAIN,GUJRA NOAPARA,NON-GOVERNMENT,1819611004,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
KADALPUR  SCHOOL AND COLLEGE,104868,School and College,20,CHITTAGONG,201500%,CHITTAGONG,201574,RAOZAN,20157450,KADALPUR,20157450447,KADALPUR, RURAL,PLAIN LAND,KADALPUR,KADALPUR,NON-GOVERNMENT,1819350389,CO-EDUCATION JOINT,Higher Secondary ,RECOGNIZE,YES
KADALPUR HAMIDIA FAZIL MADRASAH,104915,Madrasha,20,CHITTAGONG,201500%,CHITTAGONG,201574,RAOZAN,20157450,KADALPUR,20157450447,KADALPUR, RURAL,PLAIN LAND,KADALPUR,MADYAM KADALPUR,NON-GOVERNMENT,01817-790770,CO-EDUCATION JOINT,Fazil,RECOGNIZE,YES
KADALPUR IDEAL HIGH SCHOOL,131293,School,20,CHITTAGONG,201500%,CHITTAGONG,201574,RAOZAN,20157450,KADALPUR,20157450447,KADALPUR, RURAL,PLAIN LAND,MADHDHA KADALPUR,MADHDHAM KADALPUR,NON-GOVERNMENT,1816645308,CO-EDUCATION JOINT,Junior Secondary,NONE,NO
KAGATIA ESATUL ULUM KAMIL MADARSAH,104914,Madrasha,20,CHITTAGONG,201500%,CHITTAGONG,201574,RAOZAN,20157494,PASCHIM GUZARA,20157494961,UTTAR GUZARA, RURAL,PLAIN LAND,UTTAR GUZRA,BINAJURI,NON-GOVERNMENT,1817764860,CO-EDUCATION JOINT,Kamil,RECOGNIZE,YES
KHAIYA KHALI HIGH SCHOOL,104890,School,20,CHITTAGONG,201500%,CHITTAGONG,201574,RAOZAN,20157469,PAHARTALI,20157469514,KHAIYAKHALI, RURAL,PLAIN LAND,KHAIYA KHALI,UNASATTUR PARA,NON-GOVERNMENT,1991951222,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
KHALILABAD  MONIRIA  ALAVIA  DAKHIL  MADRASHA,104907,Madrasha,20,CHITTAGONG,201500%,CHITTAGONG,201574,RAOZAN,20157475,RAOZAN,20157475447,KADALPUR KHANKNANABAD, RURAL,PLAIN LAND,KHALILABAD,NATUAN BAGICHA,NON-GOVERNMENT,1718005254,CO-EDUCATION JOINT,Dakhil,RECOGNIZE,NO
KOTOWALI GHONA ADARSHA HIGH SCHOOL,104892,School,20,CHITTAGONG,201500%,CHITTAGONG,201574,RAOZAN,20157437,GAHIRA,20157437530,KOTALIGHONA, RURAL,PLAIN LAND,KOTOWALI GHONA,GOHIRA,NON-GOVERNMENT,1818182689,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
KUNDESWARI BALIKA MOHAVIDYALAYA,104928,College,20,CHITTAGONG,201500%,CHITTAGONG,201574,RAOZAN,20157403,WARD NO-03,20157403298,GOHIRA (PART),UPZILA SADAR MUNICIPALITY,PLAIN LAND,GOHIRA,KUNDESWARI BHABAN,NON-GOVERNMENT,1556499608,GIRLS,Degree (Pass) ,RECOGNIZE,YES
KUNDESWARI BALIKA VIDYAMANDIR,104870,School,20,CHITTAGONG,201500%,CHITTAGONG,201574,RAOZAN,20157437,GAHIRA,20157437530,KOTALIGHONA,UPZILA SADAR MUNICIPALITY,PLAIN LAND,GOHIRA,KUNDESWARI BHABAN,NON-GOVERNMENT,1832711566,GIRLS,Secondary ,RECOGNIZE,YES
LELANGRA PUBLIC HIGH SCHOOL,131296,School,20,CHITTAGONG,201500%,CHITTAGONG,201574,RAOZAN,20157412,BINAJURI,20157412547,LALANGARA, RURAL,PLAIN LAND,LELANGARA,BINAJURI,NON-GOVERNMENT,1819959146,CO-EDUCATION JOINT,Junior Secondary,RECOGNIZE,NO
MADHYAM ADHAR MANIK HIGH SCHOOL,104857,School,20,CHITTAGONG,201500%,CHITTAGONG,201574,RAOZAN,20157431,PURBA GUZARA,20157431016,ANDHARMANIK, RURAL,PLAIN LAND,ADHAR MANIK,ADHARMANIK,NON-GOVERNMENT,1818503462,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
MAHAMUNI ANGLO PALI HIGH SCHOOL,104859,School,20,CHITTAGONG,201500%,CHITTAGONG,201574,RAOZAN,20157469,PAHARTALI,20157469663,PAHARTALI, RURAL,PLAIN LAND,PAHARTALI,MOHAMUNI,NON-GOVERNMENT,1819639572,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
